gene	min_pvalue
LINC01995:105374244	0.1125
FBXO3:26273	0.02238
LOC107984824:107984824	0.1033
ANKRD28:23243|LOC101927647:101927647	0.07425
CRELD2:79174|ALG12:79087	0.1455
INO80C:125476	0.01616
VPS9D1:9605|ZNF276:92822|VPS9D1-AS1:100128881	0.1324
ASCL5:647219|CACNA1S:779	0.1423
HOXB-AS3:404266|HOXB6:3216	0.02469
LOC283335:283335	0.1924
LOC105378320:105378320	0.1131
PRSS53:339105	0.1352
MIR4282:100423005|KCNQ5:56479|LOC105377855:105377855	0.060360000000000004
SEMA3F-AS1:100129060	0.2014
CGB2:114336|SNAR-G2:100170228	0.6058
COL8A1:1295	0.0007932000000000001
ZMIZ2:83637	0.03743
SYCP1:6847	0.01122
STK32A:202374|DPYSL3:1809	0.1965
VDAC2:7417	0.043019999999999996
MAP2K4:6416|MIR744:100126313	0.2312
IFFO2:126917	0.015580000000000002
KCNE3:10008	0.01696
NKAIN4:128414|BIRC7:79444	0.2671
CDK19:23097|AMD1:262	0.03525
SLC35B2:347734|MIR4647:100616124	0.1078
LINC01527:101927988	0.08164
DCAF8:50717	0.1024
SNORD50B:692088|SNORD50A:26799|LOC107986622:107986622|SNHG5:387066	0.1296
TRIM72:493829	0.2134
KRTAP5-3:387266	0.06601
LOC101927078:101927078	0.008036
CDC37:11140	0.03366
FBXW7:55294|MIR3140:100422896	0.03511
LOC105373710:105373710|LOC105373709:105373709	0.01411
LINC00607:646324	0.013969999999999998
LOC105376025:105376025	0.04415
EFCAB14-AS1:100130197|TEX38:374973	0.2451
RWDD1:51389	0.002378
CHCHD6:84303	0.008828
DCST1:149095|DCST1-AS1:100505666	0.051829999999999994
LOC107985286:107985286|NFIX:4784	0.9453
SLC25A44:9673	0.07274
MIR599:693184|VPS13B:157680	0.6732
POU3F2:5454	0.1411
LOC105371975:105371975	0.01846
LOC105372226:105372226|ATP9B:374868	0.06221
SERPINB9:5272	0.0929
SIAE:54414	0.05421
SNORD115-13:100033450|SNHG14:104472715	0.4566
COX6C:1345	0.028319999999999998
POU3F3:5455	0.09265
MYOC:4653	0.002928
LOC107986072:107986072	0.018090000000000002
EOGT:285203	0.06838999999999999
C7orf43:55262	0.5894
SLC25A31:83447	0.027410000000000004
MIR1283-2:100302205	0.6847
SNORD7:692076|LINC02001:105371743	0.1518
LOC102724216:102724216	0.007359999999999999
MTMR11:10903	0.3189
CMA1:1215	0.03171
VPS4B:9525	0.02683
LOC107986195:107986195	0.002121
CCNO:10309	0.05002
LOC107985163:107985163|NFATC1:4772	0.007614
KIAA1586:57691	0.2392
MRPS15:64960	0.07794
MATN4:8785	0.1235
UGT8:7368	0.002441
HELQ:113510|MRPS18C:51023	0.2005
HIPK2:28996|TBXAS1:6916	0.3036
ZNF229:7772	0.05262000000000001
SCYL2:55681	0.01959
LOC105369974:105369974|ACACB:32	0.01859
LOC105373640:105373640	0.008185
ACAD11:84129|UBA5:79876|NPHP3-ACAD11:100532724	0.034730000000000004
LINC01586:101929743	0.03533
PLCG1:5335|MIR6871:102466912	0.1322
PTPN22:26191|AP4B1-AS1:100287722	0.019280000000000002
CHRD:8646	0.5766
LOC101559451:101559451|PELP1:27043	0.2082
NEU2:4759	0.08257
CORO7-PAM16:100529144|GLIS2:84662|PAM16:51025	0.47600000000000003
STAG1:10274	0.001405
LOC107985733:107985733	0.3603
LOC102723727:102723727|LPGAT1:9926	0.08448
TFAP2E:339488	0.03536
LOC100506731:100506731	0.1387
LIG1:3978|LOC107985293:107985293	0.048010000000000004
HERC3:8916|NAP1L5:266812	0.07066
LOC105375521:105375521|SLC13A4:26266	0.07453
LOC105379104:105379104	0.045239999999999995
PBX2:5089|AGER:177	0.02118
LOC105369421:105369421	0.0441
CCR6:1235|LOC105378122:105378122	0.006161
LPP:4026	0.001436
TRRAP:8295	0.03721
LOC105377973:105377973|LOC285762:285762|LOC107986525:107986525	0.3464
LOC105372049:105372049	0.012740000000000001
LOC100631378:100631378	0.2318
GSE1:23199|LINC00311:197196	0.109
SUPT7L:9913	0.0404
HOTS:103344718|MRPL23:6150	0.3743
PDCD5:9141	0.06612
TIMM50:92609	1.377e-05
TADA2B:93624	0.026080000000000002
UBR5:51366|LOC105375683:105375683	0.1317
WDR55:54853|DND1:373863	0.09999
GTF2A1:2957|LOC101928504:101928504	0.0291
TOMM20:9804	0.1406
LOC105377750:105377750	0.02223
IQCJ-SCHIP1:100505385|SCHIP1:29970|MIR3919:100500803	0.3202
PRR19:284338|PAFAH1B3:5050	0.4109
TBC1D17:79735|LOC107985277:107985277	0.45899999999999996
LOC105371675:105371675|CFHR4:10877	0.3289
RTEL1-TNFRSF6B:100533107|RTEL1:51750|TNFRSF6B:8771	0.4349
LOC102723331:102723331|PALLD:23022	0.04414
SEPT11:55752	0.1411
DIRAS1:148252	0.1243
KRTAP10-11:386678|TSPEAR:54084	0.225
LINC00052:145978	0.09647
LOC105373885:105373885|SPEG:10290	0.06435
PYROXD1:79912|RECQL:5965	0.1489
RNF149:284996|LOC105373512:105373512	0.1411
ENTPD3-AS1:285266	0.029519999999999998
LOC285638:285638	0.015380000000000001
HAGH:3029	0.06006
LOC105378761:105378761|LOC105378760:105378760	0.005528
ZNF436:80818	0.3048
MZT2B:80097	0.03321
FMO2:2327|LOC105371611:105371611	0.05047
SLC7A1:6541	0.01492
LOC100287808:100287808|PCGF2:7703	0.044539999999999996
LINC02408:100507175	0.02345
CASC15:401237|LOC105374970:105374970	0.04573
RIC1:57589	0.03145
IL21:59067|IL21-AS1:100996941	0.3735
PDCD6:10016	0.00982
PTS:5805	0.03902
LOC102724301:102724301	0.002722
LOC105370254:105370254|LINC00550:338862	0.0828
LOC107984527:107984527	0.061360000000000005
LOC105373235:105373235|PLD5:200150	0.009842
LOC107984748:107984748|AVEN:57099	0.1245
BHMT2:23743|DMGDH:29958	0.08105
LOC105371347:105371347|LOC105371348:105371348	0.025169999999999998
LOC107985311:107985311	0.03188
FUCA1:2517	0.01956
LOC107984622:107984622	0.02791
LOC105377357:105377357|LOC105377358:105377358	0.019790000000000002
LOC105370370:105370370	0.05656
CD79A:973	0.07757
GYPE:2996|LOC105377459:105377459	0.0479
KCNIP4-IT1:359822|KCNIP4:80333	0.1056
SYT17:51760	0.020040000000000002
SNORD115-3:100033440|SNHG14:104472715|SNORD115-2:100033437	0.2138
LOC105374657:105374657	0.1724
LOC107984615:107984615|FGF14:2259	0.2171
C19orf45:374877|TEX45:374877|PEX11G:92960	0.2269
LOC105377799:105377799	0.1673
C10orf11:83938|LOC105378367:105378367|LRMDA:83938	0.0006236000000000001
LOC105375146:105375146	0.04073
SMLR1:100507203|EPB41L2:2037	0.0033979999999999995
LOC105376182:105376182|PLPPR1:54886	0.01599
LOC101927811:101927811|ITGB8:3696	0.006606
TWNK:56652|C10orf2:56652	0.7055
PPY2P:23614|LOC105371712:105371712	0.2255
G3BP1:10146	0.01199
LOC105373119:105373119|PSEN2:5664	0.5695
LINC01975:105371496|LOC105371496:105371496	0.10800000000000001
LOC101929315:101929315|LOC101929294:101929294	0.02107
SLC35G5:83650	0.7493
XIRP2:129446|XIRP2-AS1:100874011	0.1766
PSMB1:5689	0.08965
LOC105376208:105376208	0.05807999999999999
EHMT1:79813	0.02417
HNRNPH1:3187	0.024730000000000002
MRPL30:51263	0.08922999999999999
LOC107987190:107987190	0.2383
FAM46A:55603	0.1867
TAF6L:10629	0.01096
TMEM240:339453	0.1018
ARHGAP33:115703	0.1025
WFDC3:140686|SPINT4:391253	0.1307
CCL24:6369	0.029169999999999998
CRB2:286204|DENND1A:57706	0.6108
LOC105371002:105371002	0.04999
LOC101927402:101927402|LOC105374773:105374773	0.3314
TP53AIP1:63970	0.04086
LINC00620:285375	0.02926
NBEAL2:23218	0.1571
DNM1:1759|MIR199B:406978	0.9284
EHBP1:23301|LOC100132215:100132215	0.1812
LOC101928012:101928012	0.060829999999999995
BEST3:144453	0.09435
LPXN:9404|ZFP91-CNTF:386607|ZFP91:80829	0.01964
FAXC:84553	0.01292
C11orf63:79864	0.09497
LINC01107:151171	0.0005639999999999999
CABLES1:91768	0.02181
FBLN5:10516	0.0017640000000000002
KDELR1:10945|LOC107984140:107984140	0.1382
HIST1H4I:8294	0.298
LINC01838:100652911|LOC105372377:105372377|LOC100652911:100652911	0.1286
LOC107984017:107984017	0.03501
LOC107984449:107984449	0.01573
PPP1R2:5504	0.04952
MPC2:25874	0.08689
LOC107984448:107984448	0.1739
ZSCAN5A:79149	0.01872
LOC100129620:100129620|PLPPR5:163404	0.09157
ZNF544:27300	0.04542
EEF1G:1937	0.2726
LINC01114:284998	0.03267
MEIS2:4212|MIR8063:102466875	0.03125
RABGGTB:5876	0.1175
REV1:51455	0.01665
LOC102723427:102723427|LOC107986741:107986741	0.1931
DGUOK-AS1:100874048	0.02405
LOC107987055:107987055	0.0007977
LOC105375716:105375716|MED30:90390	0.3067
LOC105370500:105370500|GNPNAT1:64841	0.4604
APOL4:80832	0.001273
LOC105369292:105369292	0.02036
FAM92A:137392|FAM92A1:137392|RBM12B:389677	0.013980000000000001
LOC105377102:105377102|ASB14:142686	0.001232
ZNF609:23060	0.003175
JOSD2:126119	0.03767
CAMSAP3:57662	0.1424
LINC00896:150197|LOC105372862:105372862	0.149
LOC105376480:105376480	0.04021
NHSL1:57224|MIR3145:100423001	0.1828
LOC101927023:101927023|EPB41L4A:64097	0.002329
SNHG14:104472715|SNORD115-26:100033802	0.4374
LOC107987111:107987111	0.015880000000000002
PLXNB1:5364|LOC105377077:105377077	0.7083
CCR2:729230	0.3765
ATP2C2-AS1:105371374|LOC105371374:105371374	0.0195
LOC101929535:101929535	0.08165
LOC105370135:105370135	0.1464
ATP6V1B1:525|ATP6V1B1-AS1:101927750	0.1201
LOC105747689:105747689	0.051629999999999995
MIR4637:100616271|ANKH:56172	0.2067
SULT1A2:6799	0.09117
LOC105375626:105375626	0.01867
CEP120:153241	0.1433
LOC107984472:107984472	0.1188
PRH1-TAS2R14:106707243|TAS2R31:259290|PRH1:5554|PRH1-PRR4:100533464	0.2601
LOC100130876:100130876|NXN:64359	0.009212999999999999
LOC107984320:107984320|LOC102723370:102723370	0.09551
LOC107986626:107986626	0.005993
PRH1:5554|PRH1-PRR4:100533464|TAS2R13:50838	0.08985
KNTC1:9735|RSRC2:65117	0.07406
LINC01972:105374293|LOC105374293:105374293|LOC105374292:105374292|LINC01968:100507391	0.08186
MPZL1:9019	0.021159999999999998
TG:7038	0.0232
SEC23IP:11196	0.007271
LINC00571:100874188	0.00010920000000000001
CCDC198:55195	0.04141
LINC02224:102723839	0.015609999999999999
PARN:5073|BFAR:51283	0.5014
FAT2:2196|SLC36A1:206358|MIR6499:102465246	0.7692
ALPI:248	0.1182
EIF4E:1977	0.01909
LOC107984380:107984380|CASP12:100506742	0.04124
FRMD1:79981	0.04977
SRSF7:6432	0.04233
APC:324	0.019030000000000002
LOC107984772:107984772	0.08135
ARHGAP31:57514	0.03614
FBXL8:55336|HSF4:3299|TRADD:8717	0.1318
IER5:51278	0.2392
LOC101928354:101928354	0.005507
ZNF516:9658|C18orf65:400658	0.030789999999999998
ENTPD1-AS1:728558|CC2D2B:387707	0.0003813
LOC105376114:105376114	0.08161
PARD3B:117583	0.003604
DDC:1644|DDC-AS1:100129427	0.08461
APPL2:55198	0.001459
EIF2B1:1967|DDX55:57696	0.1907
ICAM5:7087	0.004083
FAM107B:83641|LOC105376429:105376429	0.06831
MIR633:693218	0.2092
LOC107985508:107985508	0.004894
SEMA3F:6405|SEMA3F-AS1:100129060	0.8852
COX4I1:1327	0.010879999999999999
LINC01551:387978	0.1803
LOC105376354:105376354|LOC105376353:105376353	0.22
ANKRD33B:651746	0.0001878
CDCA7L:55536	0.02773
LOC105371981:105371981|RAB31:11031	0.07006
LOC107984461:107984461|PPFIBP1:8496|REP15:387849	0.758
FAM134B:54463|RETREG1:54463|LOC101929524:101929524	0.129
RPS6KB1:6198|TUBD1:51174	0.2078
MBD6:114785	0.04028
TNFSF13:8741|TNFSF12-TNFSF13:407977	0.03682
LOC105378585:105378585|ANKRD65:441869	0.02141
SPRY2:10253	0.08652
KATNBL1:79768	0.02229
TMEM33:55161|LOC105374426:105374426	0.1225
NKAPL:222698|ZKSCAN4:387032	0.06576
INPP5D:3635	0.02603
SYMPK:8189|FOXA3:3171	0.1295
LINC00691:152024	0.036539999999999996
LOC101928069:101928069|PELI3:246330	0.060329999999999995
MAMDC2:256691	0.03283
LOC541472:541472|IL6:3569	0.02259
CEPT1:10390	0.002467
LOC105373714:105373714	0.001302
LOC107984552:107984552	0.07944
CCNK:8812	0.03804
LOC102724389:102724389	0.0557
LOC101927402:101927402|LOC105374773:105374773|MIR4434:100616419|AFTPH:54812	0.136
TTC29:83894	0.038360000000000005
MIR1292:100302138|NOP56:10528|SNORD110:692213|LOC105372505:105372505	0.2202
A3GALT2:127550	0.1247
PSMD6-AS2:100507062	0.1591
PNKP:11284	0.2328
LOC107985442:107985442|LOC102724734:102724734	0.4801
ZNF248:57209|ZNF33BP1:100419868	0.01099
LOC101927746:101927746	0.2009
C7orf61:402573	0.4678
PPFIBP2:8495|OLFML1:283298	0.3355
PGCP1:441897	0.1381
LOC107984958:107984958|DHCR24:1718	0.01684
IRX1:79192	0.2958
RD3L:647286|TDRD9:122402	0.2054
ARL10:285598|NOP16:51491	0.1526
LOC107986852:107986852|ZC3HAV1L:92092	0.06878
LOC105376437:105376437	0.0741
ANKRD40:91369	0.08718
HSPA1A:3303	0.8356
CACNA1H:8912	0.003457
SARDH:1757|LOC105376308:105376308	0.0571
LOC100286906:100286906	0.003498
DCTN3:11258	0.5057
PIK3CD-AS2:101929074|PIK3CD:5293	0.01178
MDM1:56890|LOC105369819:105369819	0.1608
NME1-NME2:654364	0.003394
LIPH:200879	0.05093
FLJ20021:90024|PPP3CA:5530	0.08605
LOC105374636:105374636	0.08206000000000001
THRA:7067	0.02412
ORC3:23595	0.006593000000000001
INTS5:80789	0.01348
USP12:219333	0.0253
EXTL2:2135	0.05272999999999999
FAM84B:157638	0.02475
LOC105378360:105378360	0.001872
LOC102723798:102723798|SBNO2:22904	0.1091
LOC101928236:101928236	0.01124
OR1D4:653166	0.01888
OR4K1:79544|OR4K5:79317|LOC105370393:105370393	0.2935
CRIP3:401262|SLC22A7:10864	0.3946
LOC105379109:105379109	0.03349
LINC01718:100506470	0.031239999999999997
LOC105376975:105376975	0.3308
LOC105375488:105375488	0.00564
IQCE:23288	0.007083
CDH16:1014	0.018619999999999998
UGT1A5:54579|UGT1A9:54600|UGT1A8:54576|UGT1A10:54575|UGT1A6:54578|UGT1A7:54577	0.5538
LOC102606465:102606465|DPH5:51611	0.04699
LOC105369632:105369632	0.004829
TWIST1:7291	0.2394
FZR1:51343	0.005879
LOC105377907:105377907	0.001648
GLDC:2731	0.003339
LOC107986304:107986304	0.002577
RIC8A:60626|SIRT3:23410	0.3114
LOC100996637:100996637	0.1046
LOC105369410:105369410	0.01089
LOC100506851:100506851|LCA5:167691	0.1692
LOC105371708:105371708|LINC01992:105371708	0.05053
SNORD113-9:767569|MEG8:79104	0.04874
LOC101929475:101929475	2.5300000000000002e-05
SOGA3:387104|KIAA0408:9729	0.04822
GSTA7P:730152	0.03487
LOC105374455:105374455|LOC107985864:107985864	0.0204
NFIX:4784	0.04686
PLEKHM1:9842|MIR4315-1:100423004	0.02585
MOB1B:92597	0.0026100000000000003
MAST3:23031|IL12RB1:3594	0.1167
LOC101929756:101929756|LOC105375113:105375113	0.1364
SLC6A6:6533	0.04049
GBA:2629	0.005184
LOC107984696:107984696	0.001625
UGT1A10:54575|UGT1A8:54576	0.025789999999999997
TNRC6A:27327|LINC01567:400511	0.01948
KLHL3:26249	0.002064
LOC107986907:107986907	0.001387
MED26:9441|LOC105372295:105372295	0.1205
LOC107983956:107983956|KCNJ16:3773	0.052320000000000005
PLA2G16:11145	0.005915999999999999
CELF6:60677	0.0216
LRP2BP:55805|ANKRD37:353322	0.05365
FASTKD5:60493|UBOX5:22888	0.026680000000000002
LOC105370322:105370322	0.08606
LOC105373233:105373233|KMO:8564	0.2222
LOC105370363:105370363	0.006915
EFCAB12:90288|MBD4:8930	0.6215
SEPT4:5414|SEPT4-AS1:101927688	0.4642
GCAT:23464	0.05441
TPP1:1200|TAF10:6881	0.03154
LOC101928215:101928215|RRN3P2:653390	0.02114
LOC101928994:101928994	0.03864
LOC100132077:100132077|NUTM2F:54754	0.4281
TAPBP:6892|ZBTB22:9278	0.3069
LOC107985402:107985402	0.1092
VGLL3:389136	0.010020000000000001
AARS2:57505|TCTE1:202500	0.1942
LOC105374937:105374937|SIRT5:23408	0.05516
MIRLET7A2:406882|MIR100HG:399959	0.2153
SNORD77:692197|SNORD78:692198|ZBTB37:84614|SNORD76:692196|SNORD75:692195|SNORA103:106635533|SNORD44:26806|GAS5:60674	0.1482
HIST1H3I:8354|HIST1H4L:8368	0.2447
DLEU1-AS1:103689915	0.6555
RAC2:5880	0.027719999999999998
ARPIN:348110|C15orf38-AP3S2:100526783	0.03042
HPSE2:60495	0.004154
LSM12:124801|G6PC3:92579	0.3204
LOC105377877:105377877	0.07607
LOC105378084:105378084	0.03569
LOC105374412:105374412	0.03492
SGCA:6442	0.4457
LOC105377331:105377331	0.014209999999999999
ZNF507:22847	0.04856
LOC102723966:102723966|LOC105369490:105369490|LINC02550:105369490	0.09912
SLC22A5:6584	0.03248
CHCHD1:118487|ZSWIM8:23053|LOC107984243:107984243	0.3107
SAMM50:25813	0.02582
C16orf74:404550	0.02705
LOC105372256:105372256|ADGRE1:2015	0.0163
LOC107986611:107986611|RIMS1:22999	0.1867
CFHR4:10877	0.03533
CPO:130749	0.009805
LOC100652768:100652768|TAGLN:6876|SIDT2:51092	0.23800000000000002
LOC105369691:105369691|ETNK1:55500	0.038060000000000004
LOC105372908:105372908	0.02171
LOC107985038:107985038|ASIC2:40	0.0031030000000000003
PRSS54:221191	0.1652
ZNF252P-AS1:286103	0.716
BMP8A:353500|PPIEL:728448	0.04032
TMEM51:55092	0.009415
PDE3B:5140	0.02332
MARCH11:441061|LOC401176:401176	0.5555
MYH7:4625|MHRT:104564225	0.2089
MIR3150BHG:105375650|NDUFAF6:137682	0.2916
SPAG17:200162	0.0017519999999999999
E2F4:1874|ELMO3:79767	3.092e-05
ZDHHC12:84885	0.2717
UBA3:9039	0.08263999999999999
LOC105379103:105379103|LINC00491:285708|LOC105379104:105379104	0.5458
LOC101928591:101928591|LOC105376641:105376641	0.1646
SPACA9:11092	0.04809
RNF7:9616	0.04204
SF3B6:51639	0.056620000000000004
MKNK1-AS1:100507423|LOC105378696:105378696	0.3033
STT3A-AS1:105369550|EI24:9538	0.1427
SNORD115-20:100033460|SNHG14:104472715|SNORD115-19:100033458	0.2911
XPO6:23214	0.01165
RCAN2:10231	0.019119999999999998
LOC105369788:105369788	0.004642
THUMPD3:25917|SRGAP3:9901	0.1725
LOC107984499:107984499|PDZRN4:29951	0.01524
VTRNA1-2:56663|LOC105378198:105378198	0.1019
CEP85L:387119	0.015009999999999999
LOC105379385:105379385	0.04108
LINC00385:105370141	0.006706999999999999
LOC105372790:105372790	0.01905
LOC105372300:105372300|LSM4:25804	0.058429999999999996
PATZ1:23598	0.03784
CCDC112:153733|LOC105379129:105379129	0.1208
LOC105369460:105369460	0.04518
EPS8:2059	0.01791
PDE4B:5142|LOC101927139:101927139	0.0052
SRI:6717	0.01345
JRKL-AS1:100874053|LOC105369443:105369443	0.01342
LOC105371844:105371844|PRR11:55771	0.05814
GSC:145258|DIGIT:108868751	0.3262
AKAP12:9590	0.001266
DCBLD2:131566	0.01736
FANCA:2175	0.005145
LOC105370659:105370659	0.02905
ULK3:25989	0.2139
SLC39A3:29985	0.06656000000000001
HASPIN:83903|ITGAE:3682	0.1051
FBXL7:23194	0.004425
TRAF2:7186	0.008353
ANKRD36:375248	0.05267
FAM189B:10712	0.0061530000000000005
IL32:9235	0.028569999999999998
POLM:27434	0.07007000000000001
DZANK1:55184	0.03877
CCL11:6356	0.1918
LSAMP:4045|LOC107986116:107986116	0.026810000000000004
LOC105372246:105372246|DOHH:83475	0.0165
MYL6B:140465|LOC107987175:107987175	0.02437
LOC107985427:107985427|LOC105372666:105372666	0.3077
LOC101928819:101928819	0.005593
PMS2P1:5379	0.2148
KLHDC2:23588	0.05797000000000001
CAP1:10487	0.0184
LOC105371251:105371251|CYLD:1540	0.07061
LOC107985029:107985029|ITGB3:3690	0.1155
LOC105378521:105378521	0.001349
FAM206A:54942	0.0319
ZHX1-C8orf76:100533106|C8orf76:84933	0.03557
FAM163B:642968	0.05786
ARMC3:219681	0.03418
THAP2:83591	0.1642
LOC101929294:101929294|ADAMDEC1:27299	0.0372
OR2C3:81472|GCSAML-AS1:148824|GCSAML:148823	0.4105
LOC105376080:105376080	0.08851
ID3:3399	0.03298
CATSPERB:79820	0.011359999999999999
LINC01565:23434	0.09426
LOC105378841:105378841	0.04895
LOC102724711:102724711	0.01695
LOC105370437:105370437|NUBPL:80224|LOC105370438:105370438	0.7032
HLA-A:3105	0.02541
PREPL:9581	0.03288
TRPC1:7220	0.0006173999999999999
CIAO1:9391	0.2776
PCAT2:103164619	0.013980000000000001
SERF2-C15ORF63:100529067|SERINC4:619189|HYPK:25764	0.1814
LOC105369670:105369670|ARHGDIB:397	0.04919
LOC107987053:107987053|IFNA5:3442	0.01475
LOC105370531:105370531	0.008739
RBFADN:100506070	0.031110000000000002
MAT2A:4144	0.281
LOC101928304:101928304	0.021580000000000002
LINC02049:101926983	0.06253
LOC107986268:107986268|LOC105374557:105374557	0.03807
LHB:3972|LOC101059948:101059948	0.5495
AP1S1:1174|MIR4653:100616117	0.4879
LOC100131635:100131635	0.018269999999999998
LOC107986152:107986152|GOLIM4:27333	0.05322999999999999
LOC107984890:107984890|ZFPM1:161882	0.1074
SYNGR2:9144	0.1698
LRRC9:341883	0.06989
CACNA1C:775|CACNA1C-IT3:100874370	0.01556
LINC00322:100126693	0.060079999999999995
LOC105378597:105378597|MMEL1:79258	0.2883
SECISBP2:79048|CKS2:1164	0.03017
TEX46:729059	0.08455
CLNK:116449|LOC105374480:105374480	0.1085
RPS6KA2-AS1:100861523	0.1093
LOC105374600:105374600	0.00144
TMEM81:388730	0.09247999999999999
ZCRB1:85437	0.02368
LINC01730:101929125	0.018330000000000003
SLC5A5:6528	0.006531
LOC107986545:107986545	0.03544
UBA2:10054	0.08837
LOC101928351:101928351|IQCJ-SCHIP1:100505385|SCHIP1:29970	0.01652
TLX3:30012	0.2742
ZNF818P:390963	0.1688
GTF3C3:9330	0.04841
SPATA3:130560|SPATA3-AS1:348761	0.1057
PEX11B:8799	0.4826
CABIN1:23523	0.002325
LOC105371811:105371811	0.204
LOC107985325:107985325	0.2538
CMTM8:152189	0.0035369999999999998
LOC105377410:105377410	0.1943
PTCH2:8643|LOC107984952:107984952	0.1816
SBK1:388228	0.04029
TMEM92:162461|LOC105371822:105371822	0.1011
ZNF777:27153	0.003954999999999999
LOC105371520:105371520|TMEM107:84314	0.2935
PAN3:255967	0.01485
BLMH:642	0.06213
CAD:790	0.04333
LINS1:55180	0.002291
EFCAB14:9813|LOC105378698:105378698|EFCAB14-AS1:100130197	0.1602
HMCES:56941	0.01087
LOC728339:728339|FRG1-DT:728339	0.1299
LOC105372173:105372173|LOC105372172:105372172|LOC643542:643542	0.1978
TMEM215:401498	0.1015
LOC101929256:101929256|JCAD:57608|KIAA1462:57608	0.1245
LINC00511:400619|LOC107985005:107985005	0.04945
ADIG:149685	0.01184
LOC105378910:105378910|PPM1J:333926	0.5141
MRPL11:65003	0.5357
TG:7038|LOC105375768:105375768	0.1069
LOC105375994:105375994|IZUMO3:100129669	0.05031
LOC105372916:105372916	0.07021000000000001
ARMC2-AS1:101929716|ARMC2:84071	0.035269999999999996
LINC02499:728040	0.04547
LOC105378455:105378455|LOC105378456:105378456	0.0352
HOXD4:3233|HOXD3:3232|MIR10B:406903	0.4851
LOC105371808:105371808	0.02018
LYSMD3:116068	0.1218
LOC107986411:107986411|TARS:6897	0.3216
MIR1208:100302281	0.3161
EIF2AK1:27102|ANKRD61:100310846	0.07368999999999999
LOC729870:729870|FHDC1:85462	0.09376
LCT:3938	0.01027
CDKN2A:1029|CDKN2B-AS1:100048912	0.09836
CYTH3:9265|USP42:84132	0.5044
NXPE2:120406|LOC105369506:105369506	0.03785
LINC01806:100996579|LOC101929512:101929512	0.1976
GREM1:26585|LOC100131315:100131315	0.02422
GAS1RR:100506834	0.005004
IFT52:51098	0.0008862999999999999
TMEM220:388335|TMEM220-AS1:101101775	0.2409
LOC105375847:105375847|RPS20:6224	0.1038
LOC107986637:107986637	0.0183
LOC105377125:105377125	0.0019379999999999998
LOC102724555:102724555|ASB15:142685	0.2208
ITGA4:3676	0.0002342
LOC105373885:105373885|ASIC4:55515	0.056760000000000005
CSF2:1437	0.1483
FABP12:646486	0.009151000000000001
DYNLL1:8655|LOC107987181:107987181|NRAV:100506668	0.0423
MIR3065:100422915|MIR338:442906|MIR657:724027|AATK:9625	0.8145
LOC107985216:107985216|C1orf204:284677|VSIG8:391123	0.8374
THAP9-AS1:100499177|SEC31A:22872	0.0154
LOC105371933:105371933|SLFN11:91607	0.114
ASPA:443|SPATA22:84690	0.08001
LINC02280:101929634	0.1358
SLC9C1:285335	0.004454
LOC101927021:101927021	0.00034679999999999997
ADI1:55256	0.2043
EXOC3L1:283849|KIAA0895L:653319	0.4084
LOC107987289:107987289	0.7835
FAM20A:54757	0.01047
MYO7B:4648	0.025259999999999998
LOC110117498:110117498|LOC110117498-PIK3R3:110117499|TSPAN1:10103	0.048760000000000005
AGR3:155465	0.008731000000000001
LINC01607:101927067|LOC101927040:101927040	0.0485
LOC105375993:105375993	0.0004681
GABARAPL2:11345	0.17300000000000001
LINC02186:101927348	0.058960000000000005
SLC25A46:91137	0.01095
LOC107985944:107985944|AMMECR1L:83607|LOC107985803:107985803	0.1856
LOC105378479:105378479	0.08386
CLTB:1212	0.2124
FMN1:342184	0.002449
ALOX12B:242	0.09587999999999999
NKX1-2:390010	0.09335
ANKRD62P1-PARP4P3:23783	0.02103
LOC105375962:105375962	0.03477
LOC105369559:105369559|KIRREL3:84623	0.027160000000000004
MIR1909:100302210|REXO1:57455	0.7898
IQCG:84223|RPL35A:6165	0.1682
LOC105373068:105373068	0.7217
GRIN2A:2903	0.008556999999999999
HERC2P10:390561	0.06302
NELL2:4753	0.009992000000000001
HOXC9:3225|HOXC-AS1:100874363	0.5999
R3HCC1L:27291	0.02405
LSM12:124801	0.021730000000000003
TTC21A:199223	0.1159
TMEM117:84216|TWF1:5756	0.43700000000000006
ACSS3:79611|PPFIA2:8499	0.03779
TMEM241:85019|CABLES1:91768	0.01287
GRM3:2913|LOC107986814:107986814	0.2754
SPATS2:65244	0.004732
LINC02192:100507534|LINC02133:101927132	0.0005837999999999999
MORC1-AS1:100506506|MORC1:27136	0.035660000000000004
LOC651337:651337|EHMT1:79813	0.1799
RORB-AS1:103752585|RORB:6096	0.5323
GDPD3:79153|LOC101928595:101928595	0.1002
CNPPD1:27013	0.6202
HCN1:348980	0.009234000000000001
TMEM210:100505993|LRRC26:389816	0.2619
CTTNBP2:83992|LOC105375469:105375469	0.009606
MIR6839:102465505|ZNF107:51427	0.1816
SNAI2:6591	0.1137
SLC25A45:283130	0.01515
OIP5:11339	0.02292
LINC00324:284029|CTC1:80169	0.3174
CYB561D2:11068	0.2268
FSTL4:23105	0.002503
SELENOO:83642	0.04041
TMC1:117531|LOC101927234:101927234	0.008206999999999999
LINC01800:101927438	0.02738
LRRC3C:100505591	0.04147
LOC101928807:101928807|PLXNA4:91584	0.029410000000000002
TRIM62:55223	0.1198
